index,class_code,description,level,level_2,level_3,level_4,level_5
168,B25D,PERCUSSIVE TOOLS ,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,HAND TOOLS,PERCUSSIVE TOOLS 
169,B25F,COMBINATION OR MULTI-PURPOSE TOOLS NOT OTHERWISE PROVIDED FOR,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,HAND TOOLS,COMBINATION OR MULTI-PURPOSE TOOLS NOT OTHERWISE PROVIDED FOR
170,B25G,HANDLES FOR HAND IMPLEMENTS ,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,HAND TOOLS,HANDLES FOR HAND IMPLEMENTS 
171,B25H,"WORKSHOP EQUIPMENT, e.g. FOR MARKING-OUT WORK",5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,HAND TOOLS,"WORKSHOP EQUIPMENT, e.g. FOR MARKING-OUT WORK"
172,B25J,MANIPULATORS,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,HAND TOOLS,MANIPULATORS
174,B26B,HAND-HELD CUTTING TOOLS NOT OTHERWISE PROVIDED FOR ,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,HAND CUTTING TOOLS,HAND-HELD CUTTING TOOLS NOT OTHERWISE PROVIDED FOR 
175,B26D,CUTTING,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,HAND CUTTING TOOLS,CUTTING
176,B26F,PERFORATING,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,HAND CUTTING TOOLS,PERFORATING
178,B27B,SAWS,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL,SAWS
179,B27C,"PLANING, DRILLING, MILLING, TURNING, OR UNIVERSAL MACHINES ",5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL,"PLANING, DRILLING, MILLING, TURNING, OR UNIVERSAL MACHINES "
180,B27D,WORKING VENEER OR PLYWOOD ,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL,WORKING VENEER OR PLYWOOD 
181,B27F,DOVETAILED WORK,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL,DOVETAILED WORK
182,B27G,ACCESSORY MACHINES OR APPARATUS,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL,ACCESSORY MACHINES OR APPARATUS
183,B27H,BENDING,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL,BENDING
184,B27J,"MECHANICAL WORKING OF CANE, CORK, OR SIMILAR MATERIALS",5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL,"MECHANICAL WORKING OF CANE, CORK, OR SIMILAR MATERIALS"
185,B27K,"PROCESSES, APPARATUS OR SELECTION OF SUBSTANCES FOR IMPREGNATING, STAINING, DYEING, BLEACHING OF WOOD OR SIMILAR MATERIALS, OR TREATING OF WOOD OR SIMILAR MATERIALS WITH PERMEANT LIQUIDS, NOT OTHERWISE PROVIDED FOR ",5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL,"PROCESSES, APPARATUS OR SELECTION OF SUBSTANCES FOR IMPREGNATING, STAINING, DYEING, BLEACHING OF WOOD OR SIMILAR MATERIALS, OR TREATING OF WOOD OR SIMILAR MATERIALS WITH PERMEANT LIQUIDS, NOT OTHERWISE PROVIDED FOR "
186,B27L,REMOVING BARK OR VESTIGES OF BRANCHES ,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL,REMOVING BARK OR VESTIGES OF BRANCHES 
187,B27M,WORKING OF WOOD NOT PROVIDED FOR IN SUBCLASSES ,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL,WORKING OF WOOD NOT PROVIDED FOR IN SUBCLASSES 
188,B27N,"MANUFACTURE BY DRY PROCESSES OF ARTICLES, WITH OR WITHOUT ORGANIC BINDING AGENTS, MADE FROM PARTICLES OR FIBRES CONSISTING OF WOOD OR OTHER LIGNOCELLULOSIC OR LIKE ORGANIC MATERIAL ",5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,WORKING OR PRESERVING WOOD OR SIMILAR MATERIAL,"MANUFACTURE BY DRY PROCESSES OF ARTICLES, WITH OR WITHOUT ORGANIC BINDING AGENTS, MADE FROM PARTICLES OR FIBRES CONSISTING OF WOOD OR OTHER LIGNOCELLULOSIC OR LIKE ORGANIC MATERIAL "
190,B28B,"SHAPING CLAY OR OTHER CERAMIC COMPOSITIONS, SLAG, OR MIXTURES CONTAINING CEMENTITIOUS MATERIAL, e.g. PLASTER ",5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,"WORKING CEMENT, CLAY, OR STONE","SHAPING CLAY OR OTHER CERAMIC COMPOSITIONS, SLAG, OR MIXTURES CONTAINING CEMENTITIOUS MATERIAL, e.g. PLASTER "
191,B28C,PREPARING CLAY,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,"WORKING CEMENT, CLAY, OR STONE",PREPARING CLAY
192,B28D,WORKING STONE OR STONE-LIKE MATERIALS,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,"WORKING CEMENT, CLAY, OR STONE",WORKING STONE OR STONE-LIKE MATERIALS
194,B29B,PREPARATION OR PRETREATMENT OF THE MATERIAL TO BE SHAPED,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,WORKING OF PLASTICS,PREPARATION OR PRETREATMENT OF THE MATERIAL TO BE SHAPED
195,B29C,SHAPING OR JOINING OF PLASTICS,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,WORKING OF PLASTICS,SHAPING OR JOINING OF PLASTICS
196,B29D,PRODUCING PARTICULAR ARTICLES FROM PLASTICS OR FROM SUBSTANCES IN A PLASTIC STATE ,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,WORKING OF PLASTICS,PRODUCING PARTICULAR ARTICLES FROM PLASTICS OR FROM SUBSTANCES IN A PLASTIC STATE 
197,B29K,INDEXING SCHEME ASSOCIATED WITH SUBCLASSES ,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,WORKING OF PLASTICS,INDEXING SCHEME ASSOCIATED WITH SUBCLASSES 
198,B29L,INDEXING SCHEME ASSOCIATED WITH SUBCLASS ,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,WORKING OF PLASTICS,INDEXING SCHEME ASSOCIATED WITH SUBCLASS 
200,B30B,PRESSES IN GENERAL ,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,PRESSES,PRESSES IN GENERAL 
202,B31B,"MAKING BOXES, CARTONS, ENVELOPES OR BAGS ",5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,MAKING PAPER ARTICLES,"MAKING BOXES, CARTONS, ENVELOPES OR BAGS "
203,B31C,"MAKING WOUND ARTICLES, e.g. WOUND TUBES ",5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,MAKING PAPER ARTICLES,"MAKING WOUND ARTICLES, e.g. WOUND TUBES "
204,B31D,MAKING OTHER PAPER ARTICLES ,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,MAKING PAPER ARTICLES,MAKING OTHER PAPER ARTICLES 
205,B31F,MECHANICAL WORKING OR DEFORMATION OF PAPER OR CARDBOARD ,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,MAKING PAPER ARTICLES,MECHANICAL WORKING OR DEFORMATION OF PAPER OR CARDBOARD 
207,B32B,"LAYERED PRODUCTS, i.e. PRODUCTS BUILT-UP OF STRATA OF FLAT OR NON-FLAT, e.g. CELLULAR OR HONEYCOMB, FORM",5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,LAYERED PRODUCTS,"LAYERED PRODUCTS, i.e. PRODUCTS BUILT-UP OF STRATA OF FLAT OR NON-FLAT, e.g. CELLULAR OR HONEYCOMB, FORM"
209,B33Y,This subclass ,5,PERFORMING OPERATIONS; TRANSPORTING,Shaping,ADDITIVE MANUFACTURING TECHNOLOGY,This subclass 
212,B41B,"MACHINES OR ACCESSORIES FOR MAKING, SETTING, OR DISTRIBUTING TYPE",5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,"MACHINES OR ACCESSORIES FOR MAKING, SETTING, OR DISTRIBUTING TYPE"
213,B41C,PROCESSES FOR THE MANUFACTURE OR REPRODUCTION OF PRINTING SURFACES ,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,PROCESSES FOR THE MANUFACTURE OR REPRODUCTION OF PRINTING SURFACES 
214,B41D,APPARATUS FOR THE MECHANICAL REPRODUCTION OF PRINTING SURFACES FOR STEREOTYPE PRINTING,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,APPARATUS FOR THE MECHANICAL REPRODUCTION OF PRINTING SURFACES FOR STEREOTYPE PRINTING
215,B41F,PRINTING MACHINES OR PRESSES ,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,PRINTING MACHINES OR PRESSES 
216,B41G,"APPARATUS FOR BRONZE PRINTING, LINE PRINTING, OR FOR BORDERING OR EDGING SHEETS OR LIKE ARTICLES",5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,"APPARATUS FOR BRONZE PRINTING, LINE PRINTING, OR FOR BORDERING OR EDGING SHEETS OR LIKE ARTICLES"
217,B41J,TYPEWRITERS,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,TYPEWRITERS
218,B41K,STAMPS,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,STAMPS
219,B41L,"APPARATUS OR DEVICES FOR MANIFOLDING, DUPLICATING, OR PRINTING FOR OFFICE OR OTHER COMMERCIAL PURPOSES",5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,"APPARATUS OR DEVICES FOR MANIFOLDING, DUPLICATING, OR PRINTING FOR OFFICE OR OTHER COMMERCIAL PURPOSES"
220,B41M,"PRINTING, DUPLICATING, MARKING, OR COPYING PROCESSES",5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,"PRINTING, DUPLICATING, MARKING, OR COPYING PROCESSES"
221,B41N,PRINTING PLATES OR FOILS ,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,PRINTING PLATES OR FOILS 
222,B41P,"INDEXING SCHEME RELATING TO PRINTING, LINING MACHINES, TYPEWRITERS, AND TO STAMPS",5,PERFORMING OPERATIONS; TRANSPORTING,Printing,PRINTING,"INDEXING SCHEME RELATING TO PRINTING, LINING MACHINES, TYPEWRITERS, AND TO STAMPS"
224,B42B,"PERMANENTLY ATTACHING TOGETHER SHEETS, QUIRES OR SIGNATURES OR PERMANENTLY ATTACHING OBJECTS THERETO ",5,PERFORMING OPERATIONS; TRANSPORTING,Printing,BOOKBINDING,"PERMANENTLY ATTACHING TOGETHER SHEETS, QUIRES OR SIGNATURES OR PERMANENTLY ATTACHING OBJECTS THERETO "
225,B42C,BOOKBINDING ,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,BOOKBINDING,BOOKBINDING 
226,B42D,BOOKS,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,BOOKBINDING,BOOKS
227,B42F,SHEETS TEMPORARILY ATTACHED TOGETHER,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,BOOKBINDING,SHEETS TEMPORARILY ATTACHED TOGETHER
228,B42P,"INDEXING SCHEME RELATING TO BOOKS, FILING APPLIANCES OR THE LIKE",5,PERFORMING OPERATIONS; TRANSPORTING,Printing,BOOKBINDING,"INDEXING SCHEME RELATING TO BOOKS, FILING APPLIANCES OR THE LIKE"
230,B43K,IMPLEMENTS FOR WRITING OR DRAWING ,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,WRITING OR DRAWING IMPLEMENTS,IMPLEMENTS FOR WRITING OR DRAWING 
231,B43L,ARTICLES FOR WRITING OR DRAWING UPON; ,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,WRITING OR DRAWING IMPLEMENTS,ARTICLES FOR WRITING OR DRAWING UPON; 
232,B43M,BUREAU ACCESSORIES NOT OTHERWISE PROVIDED FOR ,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,WRITING OR DRAWING IMPLEMENTS,BUREAU ACCESSORIES NOT OTHERWISE PROVIDED FOR 
234,B44B,"MACHINES, APPARATUS OR TOOLS FOR ARTISTIC WORK, e.g. FOR SCULPTURING, GUILLOCHING, CARVING, BRANDING, INLAYING ",5,PERFORMING OPERATIONS; TRANSPORTING,Printing,DECORATIVE ARTS,"MACHINES, APPARATUS OR TOOLS FOR ARTISTIC WORK, e.g. FOR SCULPTURING, GUILLOCHING, CARVING, BRANDING, INLAYING "
235,B44C,PRODUCING DECORATIVE EFFECTS ,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,DECORATIVE ARTS,PRODUCING DECORATIVE EFFECTS 
236,B44D,"PAINTING OR ARTISTIC DRAWING, NOT OTHERWISE PROVIDED FOR",5,PERFORMING OPERATIONS; TRANSPORTING,Printing,DECORATIVE ARTS,"PAINTING OR ARTISTIC DRAWING, NOT OTHERWISE PROVIDED FOR"
237,B44F,SPECIAL DESIGNS OR PICTURES,5,PERFORMING OPERATIONS; TRANSPORTING,Printing,DECORATIVE ARTS,SPECIAL DESIGNS OR PICTURES
240,B60B,VEHICLE WHEELS,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,VEHICLE WHEELS
241,B60C,VEHICLE TYRES ,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,VEHICLE TYRES 
242,B60D,VEHICLE CONNECTIONS ,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,VEHICLE CONNECTIONS 
243,B60F,VEHICLES FOR USE BOTH ON RAIL AND ON ROAD,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,VEHICLES FOR USE BOTH ON RAIL AND ON ROAD
244,B60G,VEHICLE SUSPENSION ARRANGEMENTS ,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,VEHICLE SUSPENSION ARRANGEMENTS 
245,B60H,"ARRANGEMENTS OR ADAPTATIONS OF HEATING, COOLING, VENTILATING, OR OTHER AIR-TREATING DEVICES SPECIALLY FOR PASSENGER OR GOODS SPACES OF VEHICLES",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,"ARRANGEMENTS OR ADAPTATIONS OF HEATING, COOLING, VENTILATING, OR OTHER AIR-TREATING DEVICES SPECIALLY FOR PASSENGER OR GOODS SPACES OF VEHICLES"
246,B60J,"WINDOWS, WINDSCREENS, NON-FIXED ROOFS, DOORS, OR SIMILAR DEVICES FOR VEHICLES",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,"WINDOWS, WINDSCREENS, NON-FIXED ROOFS, DOORS, OR SIMILAR DEVICES FOR VEHICLES"
247,B60K,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES
248,B60L,ELECTRIC EQUIPMENT OR PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,ELECTRIC EQUIPMENT OR PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES
249,B60M,"POWER SUPPLY LINES, AND DEVICES ALONG RAILS, FOR ELECTRICALLY- PROPELLED VEHICLES ",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,"POWER SUPPLY LINES, AND DEVICES ALONG RAILS, FOR ELECTRICALLY- PROPELLED VEHICLES "
250,B60N,VEHICLE PASSENGER ACCOMMODATION NOT OTHERWISE PROVIDED FOR ,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,VEHICLE PASSENGER ACCOMMODATION NOT OTHERWISE PROVIDED FOR 
251,B60P,"VEHICLES ADAPTED FOR LOAD TRANSPORTATION OR TO TRANSPORT, TO CARRY OR TO COMPRISE SPECIAL LOADS OR OBJECTS ",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,"VEHICLES ADAPTED FOR LOAD TRANSPORTATION OR TO TRANSPORT, TO CARRY OR TO COMPRISE SPECIAL LOADS OR OBJECTS "
252,B60Q,VEHICLE LIGHTING OR SIGNALLING ,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,VEHICLE LIGHTING OR SIGNALLING 
253,B60R,"VEHICLES, VEHICLE FITTINGS, OR VEHICLE PARTS, NOT OTHERWISE PROVIDED FOR",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,"VEHICLES, VEHICLE FITTINGS, OR VEHICLE PARTS, NOT OTHERWISE PROVIDED FOR"
254,B60S,"SERVICING, CLEANING, REPAIRING, SUPPORTING, LIFTING, OR MANOEUVRING OF VEHICLES, NOT OTHERWISE PROVIDED FOR",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,"SERVICING, CLEANING, REPAIRING, SUPPORTING, LIFTING, OR MANOEUVRING OF VEHICLES, NOT OTHERWISE PROVIDED FOR"
255,B60T,VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF
256,B60V,AIR-CUSHION VEHICLES ,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,AIR-CUSHION VEHICLES 
257,B60W,CONJOINT CONTROL OF VEHICLE SUB-UNITS OF DIFFERENT TYPE OR DIFFERENT FUNCTION,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,CONJOINT CONTROL OF VEHICLE SUB-UNITS OF DIFFERENT TYPE OR DIFFERENT FUNCTION
258,B60Y,INDEXING SCHEME RELATING TO ASPECTS CROSS-CUTTING VEHICLE TECHNOLOGY,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,VEHICLES IN GENERAL,INDEXING SCHEME RELATING TO ASPECTS CROSS-CUTTING VEHICLE TECHNOLOGY
260,B61B,RAILWAY SYSTEMS,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,RAILWAYS,RAILWAY SYSTEMS
261,B61C,LOCOMOTIVES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,RAILWAYS,LOCOMOTIVES
262,B61D,BODY DETAILS OR KINDS OF RAILWAY VEHICLES ,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,RAILWAYS,BODY DETAILS OR KINDS OF RAILWAY VEHICLES 
263,B61F,"RAIL VEHICLE SUSPENSIONS, e.g. UNDERFRAMES, BOGIES, ARRANGEMENTS OF WHEEL AXLES",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,RAILWAYS,"RAIL VEHICLE SUSPENSIONS, e.g. UNDERFRAMES, BOGIES, ARRANGEMENTS OF WHEEL AXLES"
264,B61G,COUPLINGS,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,RAILWAYS,COUPLINGS
265,B61H,BRAKES OR OTHER RETARDING APPARATUS PECULIAR TO RAIL VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,RAILWAYS,BRAKES OR OTHER RETARDING APPARATUS PECULIAR TO RAIL VEHICLES
266,B61J,SHIFTING OR SHUNTING OF RAIL VEHICLES ,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,RAILWAYS,SHIFTING OR SHUNTING OF RAIL VEHICLES 
267,B61K,OTHER AUXILIARY EQUIPMENT FOR RAILWAYS ,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,RAILWAYS,OTHER AUXILIARY EQUIPMENT FOR RAILWAYS 
268,B61L,GUIDING RAILWAY TRAFFIC,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,RAILWAYS,GUIDING RAILWAY TRAFFIC
270,B62B,"HAND-PROPELLED VEHICLES, e.g. HAND CARTS, PERAMBULATORS",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,"HAND-PROPELLED VEHICLES, e.g. HAND CARTS, PERAMBULATORS"
271,B62C,VEHICLES DRAWN BY ANIMALS,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,VEHICLES DRAWN BY ANIMALS
272,B62D,MOTOR VEHICLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,MOTOR VEHICLES
273,B62H,CYCLE STANDS,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,CYCLE STANDS
274,B62J,CYCLE SADDLES OR SEATS,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,CYCLE SADDLES OR SEATS
275,B62K,CYCLES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,CYCLES
276,B62L,BRAKES SPECIALLY ADAPTED FOR CYCLES ,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,BRAKES SPECIALLY ADAPTED FOR CYCLES 
277,B62M,RIDER PROPULSION OF WHEELED VEHICLES OR SLEDGES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS,RIDER PROPULSION OF WHEELED VEHICLES OR SLEDGES
279,B63B,SHIPS OR OTHER WATERBORNE VESSELS,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,SHIPS OR OTHER WATERBORNE VESSELS,SHIPS OR OTHER WATERBORNE VESSELS
280,B63C,"LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELS",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,SHIPS OR OTHER WATERBORNE VESSELS,"LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELS"
281,B63G,OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,SHIPS OR OTHER WATERBORNE VESSELS,OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS
282,B63H,MARINE PROPULSION OR STEERING ,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,SHIPS OR OTHER WATERBORNE VESSELS,MARINE PROPULSION OR STEERING 
283,B63J,AUXILIARIES ON VESSELS,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,SHIPS OR OTHER WATERBORNE VESSELS,AUXILIARIES ON VESSELS
285,B64B,LIGHTER-THAN AIR AIRCRAFT,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,AIRCRAFT,LIGHTER-THAN AIR AIRCRAFT
286,B64C,AEROPLANES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,AIRCRAFT,AEROPLANES
287,B64D,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,AIRCRAFT,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT
288,B64F,GROUND OR AIRCRAFT-CARRIER-DECK INSTALLATIONS,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,AIRCRAFT,GROUND OR AIRCRAFT-CARRIER-DECK INSTALLATIONS
289,B64G,COSMONAUTICS,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,AIRCRAFT,COSMONAUTICS
291,B65B,"MACHINES, APPARATUS OR DEVICES FOR, OR METHODS OF, PACKAGING ARTICLES OR MATERIALS",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,CONVEYING,"MACHINES, APPARATUS OR DEVICES FOR, OR METHODS OF, PACKAGING ARTICLES OR MATERIALS"
292,B65C,"LABELLING OR TAGGING MACHINES, APPARATUS, OR PROCESSES ",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,CONVEYING,"LABELLING OR TAGGING MACHINES, APPARATUS, OR PROCESSES "
293,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,CONVEYING,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS"
294,B65F,GATHERING OR REMOVAL OF DOMESTIC OR LIKE REFUSE ,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,CONVEYING,GATHERING OR REMOVAL OF DOMESTIC OR LIKE REFUSE 
295,B65G,"TRANSPORT OR STORAGE DEVICES, e.g. CONVEYERS FOR LOADING OR TIPPING",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,CONVEYING,"TRANSPORT OR STORAGE DEVICES, e.g. CONVEYERS FOR LOADING OR TIPPING"
296,B65H,"HANDLING THIN OR FILAMENTARY MATERIAL, e.g. SHEETS, WEBS, CABLES",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,CONVEYING,"HANDLING THIN OR FILAMENTARY MATERIAL, e.g. SHEETS, WEBS, CABLES"
298,B66B,ELEVATORS,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,HOISTING,ELEVATORS
299,B66C,CRANES,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,HOISTING,CRANES
300,B66D,CAPSTANS,5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,HOISTING,CAPSTANS
301,B66F,"HOISTING, LIFTING, HAULING OR PUSHING, NOT OTHERWISE PROVIDED FOR, e.g. DEVICES WHICH APPLY A LIFTING OR PUSHING FORCE DIRECTLY TO THE SURFACE OF A LOAD ",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,HOISTING,"HOISTING, LIFTING, HAULING OR PUSHING, NOT OTHERWISE PROVIDED FOR, e.g. DEVICES WHICH APPLY A LIFTING OR PUSHING FORCE DIRECTLY TO THE SURFACE OF A LOAD "
303,B67B,"APPLYING CLOSURE MEMBERS TO BOTTLES JARS, OR SIMILAR CONTAINERS",5,PERFORMING OPERATIONS; TRANSPORTING,Transporting,"OPENING, CLOSING ","APPLYING CLOSURE MEMBERS TO BOTTLES JARS, OR SIMILAR CONTAINERS"
